"Amount","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","Parent_Id","TxnDate","DocNumber","Parent_Entity"
"511.59","35343",Bill,"32266","2025-01-02","21707",BillPayment
"2475.0","35001",Bill,"35022","2025-02-03","21801",BillPayment
"131.32","35285",Bill,"35451","2025-01-07","21740",BillPayment
"691.5","35348",Bill,"35499","2025-01-07","21738",BillPayment
"5500.0","35284",Bill,"35498","2025-01-07","21736",BillPayment
"125.0","35257",Bill,"35497","2025-01-06","21737",BillPayment
"103.66","35314",Bill,"35503","2025-01-09","21743",BillPayment
"1060.0","35265",Bill,"35502","2025-01-08",online,BillPayment
"3708.0","35288",Bill,"35501","2025-01-07","21742",BillPayment
"1551.83","35349",Bill,"35500","2025-01-07","21739",BillPayment
"338.02","35344",Bill,"35506","2025-01-09","21746",BillPayment
"590.94","35330",Bill,"35506","2025-01-09","21746",BillPayment
"731.64","35316",Bill,"35506","2025-01-09","21746",BillPayment
"1125.6","35286",Bill,"35506","2025-01-09","21746",BillPayment
"379.89","35351",Bill,"35506","2025-01-09","21746",BillPayment
"253.26","35352",Bill,"35506","2025-01-09","21746",BillPayment
"598.98","35354",Bill,"35506","2025-01-09","21746",BillPayment
"112.56","35341",Bill,"35506","2025-01-09","21746",BillPayment
"87.53","35318",Bill,"35505","2025-01-09","21745",BillPayment
"2250.0","35313",Bill,"35504","2025-01-09","21744",BillPayment
"16.08","35290",Bill,"35507","2025-01-09","21747",BillPayment
"30.0","35308",Bill,"35507","2025-01-09","21747",BillPayment
"678.01","35312",Bill,"35511","2025-01-09","21751",BillPayment
"8066.0","35309",Bill,"35510","2025-01-09","21750",BillPayment
"469.64","31250",Bill,"35509","2025-01-09","21749",BillPayment
"4282.65","35289",Bill,"35508","2025-01-09","21748",BillPayment
"1922.8","35358",Bill,"35514","2025-01-13","21754",BillPayment
"3216.66","35299",Bill,"35513","2025-01-11",online,BillPayment
"63.0","35346",Bill,"35512","2025-01-09","21752",BillPayment
"63.0","35277",Bill,"35512","2025-01-09","21752",BillPayment
"137.5","35263",Bill,"35512","2025-01-09","21752",BillPayment
"789.53","35310",Bill,"35517","2025-01-17",online,BillPayment
"1833.98","35371",Bill,"35516","2025-01-16","21756",BillPayment
"169.34","35233",Bill,"35515","2025-01-15",online,BillPayment
"703.5","35360",Bill,"35519","2025-01-17","21758",BillPayment
"66.28","37346",Bill,"35519","2025-01-17","21758",BillPayment
"1111.53","35366",Bill,"35519","2025-01-17","21758",BillPayment
"70.35","35351",Bill,"35519","2025-01-17","21758",BillPayment
"1322.58","35370",Bill,"35519","2025-01-17","21758",BillPayment
"912.54","35374",Bill,"35519","2025-01-17","21758",BillPayment
"204.19","35320",Bill,"35518","2025-01-17","21757",BillPayment
"119.09","35380",Bill,"35523","2025-01-17","21762",BillPayment
"113.9","35381",Bill,"35523","2025-01-17","21762",BillPayment
"155.98","35382",Bill,"35523","2025-01-17","21762",BillPayment
"418.45","35353",Bill,"35523","2025-01-17","21762",BillPayment
"1722.0","35283",Bill,"35522","2025-01-17","21761",BillPayment
"9.75","35357",Bill,"35521","2025-01-17","21760",BillPayment
"88.28","35297",Bill,"35520","2025-01-17","21759",BillPayment
"513.55","35377",Bill,"35526","2025-01-17","21765",BillPayment
"140.3","35372",Bill,"35526","2025-01-17","21765",BillPayment
"2862.0","35298",Bill,"35525","2025-01-17","21764",BillPayment
"1650.57","35235",Bill,"35524","2025-01-17","21763",BillPayment
"1754.94","35347",Bill,"35524","2025-01-17","21763",BillPayment
"5291.32","35367",Bill,"35530","2025-01-17","21769",BillPayment
"113.82","35362",Bill,"35529","2025-01-17","21768",BillPayment
"263.5","35365",Bill,"35528","2025-01-17","21767",BillPayment
"223.09","35383",Bill,"35527","2025-01-17","21766",BillPayment
"5350.0","35373",Bill,"35531","2025-01-17","21770",BillPayment
"535.97","35428",Bill,"35535","2025-01-24","21780",BillPayment
"314.14","35387",Bill,"35534","2025-01-24","21779",BillPayment
"87.53","35424",Bill,"35533","2025-01-24","21777",BillPayment
"639.86","35363",Bill,"35532","2025-01-24","21776",BillPayment
"1757.7","35399",Bill,"35539","2025-01-24","21785",BillPayment
"863.87","35397",Bill,"35538","2025-01-24","21783",BillPayment
"12.39","35388",Bill,"35537","2025-01-24","21782",BillPayment
"151.25","35409",Bill,"35536","2025-01-24","21781",BillPayment
"720.42","35406",Bill,"35536","2025-01-24","21781",BillPayment
"310.79","35407",Bill,"35536","2025-01-24","21781",BillPayment
"6831.89","35423",Bill,"35541","2025-01-24","21787",BillPayment
"113.06","35319",Bill,"35540","2025-01-24","21786",BillPayment
"5188.48","35325",Bill,"35544","2025-01-24","21790",BillPayment
"1095.36","35292",Bill,"35543","2025-01-24","21789",BillPayment
"943.0","35293",Bill,"35543","2025-01-24","21789",BillPayment
"119.36","35294",Bill,"35543","2025-01-24","21789",BillPayment
"307.96","35395",Bill,"35542","2025-01-24","21788",BillPayment
"133.0","35386",Bill,"35548","2025-01-24","21794",BillPayment
"435.62","35327",Bill,"35547","2025-01-24","21793",BillPayment
"7918.27","35333",Bill,"35546","2025-01-24","21792",BillPayment
"516.17","35408",Bill,"35545","2025-01-24","21791",BillPayment
"506.52","35364",Bill,"35551","2025-01-24","21798",BillPayment
"619.08","35398",Bill,"35551","2025-01-24","21798",BillPayment
"1069.32","35368",Bill,"35551","2025-01-24","21798",BillPayment
"112.56","35384",Bill,"35551","2025-01-24","21798",BillPayment
"876.06","35400",Bill,"35551","2025-01-24","21798",BillPayment
"731.64","35404",Bill,"35551","2025-01-24","21798",BillPayment
"520.59","35389",Bill,"35551","2025-01-24","21798",BillPayment
"717.57","35375",Bill,"35551","2025-01-24","21798",BillPayment
"172.97","35336",Bill,"35550","2025-01-24","21797",BillPayment
"92.15","35378",Bill,"35549","2025-01-24","21796",BillPayment
"60.42","35379",Bill,"35549","2025-01-24","21796",BillPayment
"14.28","35328",Bill,"35553","2025-01-24","21800",BillPayment
"5644.49","35287",Bill,"35552","2025-01-24","21799",BillPayment
"266.5","36503",Bill,"35554","2025-01-06","19AB2C",BillPayment
"364.53","35304",Bill,"35554","2025-01-06","19AB2C",BillPayment
"327.48","35305",Bill,"35554","2025-01-06","19AB2C",BillPayment
"327.48","35306",Bill,"35554","2025-01-06","19AB2C",BillPayment
"327.48","35307",Bill,"35554","2025-01-06","19AB2C",BillPayment
"633.07","36184",Bill,"36192","2025-01-24","11391",BillPayment
"2202.72","36604",Bill,"36192","2025-01-24","11391",BillPayment
"3914.4","36605",Bill,"36192","2025-01-24","11391",BillPayment
"102.04","36128",Bill,"36206","2025-01-09","11383",BillPayment
"750.0","32299",Bill,"36206","2025-01-09","11383",BillPayment
"5550.0","36157",Bill,"36206","2025-01-09","11383",BillPayment
"36.66","36127",Bill,"36206","2025-01-09","11383",BillPayment
"678.01","36159",Bill,"36205","2025-01-09","11382",BillPayment
"119.53","36161",Bill,"36204","2025-01-09","11378",BillPayment
"820.08","36144",Bill,"36209","2025-01-17","11386",BillPayment
"121.89","36145",Bill,"36209","2025-01-17","11386",BillPayment
"11767.72","36146",Bill,"36209","2025-01-17","11386",BillPayment
"1583.65","36147",Bill,"36209","2025-01-17","11386",BillPayment
"50.22","36151",Bill,"36209","2025-01-17","11386",BillPayment
"1850.0","36160",Bill,"36208","2025-01-17",online,BillPayment
"545.45","31232",Bill,"36207","2025-01-13","11384",BillPayment
"8.18","36162",Bill,"36207","2025-01-13","11384",BillPayment
"183.25","36163",Bill,"36212","2025-01-17","11389",BillPayment
"92.15","36172",Bill,"36211","2025-01-17","11388",BillPayment
"125.65","36173",Bill,"36211","2025-01-17","11388",BillPayment
"242.9","36122",Bill,"36210","2025-01-17","11387",BillPayment
"26.88","36152",Bill,"36216","2025-01-24","11396",BillPayment
"406.53","36186",Bill,"36216","2025-01-24","11396",BillPayment
"35.66","42318",Bill,"36216","2025-01-24","11396",BillPayment
"500.0","36175",Bill,"36215","2025-01-24","11394",BillPayment
"119.53","36185",Bill,"36214","2025-01-24","11393",BillPayment
"740.71","36142",Bill,"36213","2025-01-24","11392",BillPayment
"80.51","36149",Bill,"36218","2025-01-24","11399",BillPayment
"278.75","36165",Bill,"36217","2025-01-24","11397",BillPayment
"185.32","32327",Bill,"36468","2025-01-24",FH12425AA,BillPayment
"158.48","35416",Bill,"36469","2025-02-24",Online22425A,BillPayment
"463.38","32328",Bill,"36471","2025-01-24",FH12425B,BillPayment
"2079.11","35332",Bill,"36472","2025-01-27",Online,BillPayment
"6.0","35288",Bill,"36475","2025-02-05",FH12426B,BillPayment
"6.0","36474",VendorCredit,"36475","2025-02-05",FH12426B,BillPayment
"180.9","36489",Bill,"36499","2025-01-17","2026",BillPayment
"350.25","36488",Bill,"36498","2025-01-17","2025",BillPayment
"740.4","36485",Bill,"36502","2025-01-17","2029",BillPayment
"1178.58","36490",Bill,"36501","2025-01-17","2028",BillPayment
"98.0","36487",Bill,"36500","2025-01-17","2027",BillPayment
"531.0","32329",Bill,"36557","2025-01-08",FH,BillPayment
"531.0","36556",Deposit,"36557","2025-01-08",FH,BillPayment
"185.32","32332",Bill,"36560","2025-01-24",FH12425H,BillPayment
"723.7","36561",Bill,"36563","2025-01-24","21784",BillPayment
"1118.4","36562",Bill,"36563","2025-01-24","21784",BillPayment
"3304.04","35421",Bill,"36563","2025-01-24","21784",BillPayment
"4725.18","35422",Bill,"36563","2025-01-24","21784",BillPayment
"352.0","35296",Bill,"36568","2025-01-21",online,BillPayment
"18403.71","35295",Bill,"36569","2025-01-21",online,BillPayment
"300.0","35410",Bill,"36570","2025-01-30",online,BillPayment
"405.0","35385",Bill,"36571","2025-01-23",online,BillPayment
"9282.4","35321",Bill,"36572","2025-01-27",online,BillPayment
"4667.28","35323",Bill,"36572","2025-01-27",online,BillPayment
"1390.0","35393",Bill,"36573","2025-02-05","21802",BillPayment
"284.21","32331",Bill,"36575","2025-01-24",online,BillPayment
"1000.0","39773",Bill,"36575","2025-01-24",online,BillPayment
"1031.44","32330",Bill,"36576","2025-01-24",online,BillPayment
"4773.54","35287",Bill,"36580","2025-02-05","21674",BillPayment
"4773.54","36579",VendorCredit,"36580","2025-02-05","21674",BillPayment
"384.48","36170",Bill,"36587","2025-02-09",online,BillPayment
"1562.43","36166",Bill,"36593","2025-01-27",online,BillPayment
"15.0","36174",Bill,"36599","2025-01-24","11395",BillPayment
"30.0","36156",Bill,"36600","2025-01-09","11379",BillPayment
"3500.0","36168",Bill,"36602","2025-01-09","11380",BillPayment
"2000.0","32296",Bill,"36623","2025-01-09","2024",BillPayment
"1412.97","35095",Bill,"36663","2025-02-07","21805",BillPayment
"98.49","35096",Bill,"36663","2025-02-07","21805",BillPayment
"787.92","35097",Bill,"36663","2025-02-07","21805",BillPayment
"200.0","35329",Bill,"36662","2025-02-07","21804",BillPayment
"200.0","36559",Bill,"36662","2025-02-07","21804",BillPayment
"1047.12","36649",Bill,"36666","2025-02-07","21808",BillPayment
"250.0","32293",Bill,"36665","2025-02-07","21807",BillPayment
"233.09","35558",Bill,"36664","2025-02-07","21806",BillPayment
"1421.0","35419",Bill,"36664","2025-02-07","21806",BillPayment
"83.77","35084",Bill,"36664","2025-02-07","21806",BillPayment
"561.2","35086",Bill,"36671","2025-02-07","21813",BillPayment
"1618.96","34987",Bill,"36670","2025-02-07","21812",BillPayment
"314.14","35085",Bill,"36669","2025-02-07","21811",BillPayment
"466.1","35429",Bill,"36668","2025-02-07","21810",BillPayment
"466.1","35430",Bill,"36668","2025-02-07","21810",BillPayment
"266.5","35431",Bill,"36668","2025-02-07","21810",BillPayment
"2050.0","34993",Bill,"36667","2025-02-07","21809",BillPayment
"4773.75","35089",Bill,"36676","2025-02-07","21818",BillPayment
"678.01","34988",Bill,"36675","2025-02-07","21817",BillPayment
"8066.0","34969",Bill,"36674","2025-02-07","21816",BillPayment
"503.08","36651",Bill,"36673","2025-02-07","21815",BillPayment
"30.0","34974",Bill,"36672","2025-02-07","21814",BillPayment
"5585.93","35425",Bill,"36680","2025-02-07","21822",BillPayment
"142.32","35356",Bill,"36679","2025-02-07","21821",BillPayment
"126.0","35418",Bill,"36678","2025-02-07","21820",BillPayment
"5450.0","35099",Bill,"36677","2025-02-07","21819",BillPayment
"2050.0","34994",Bill,"36682","2025-02-07","11401",BillPayment
"990.0","32351",Bill,"36681","2025-02-07","11400",BillPayment
"7.11","36177",Bill,"36686","2025-02-07","11405",BillPayment
"6.59","36167",Bill,"36686","2025-02-07","11405",BillPayment
"94.23","36171",Bill,"36686","2025-02-07","11405",BillPayment
"678.01","34989",Bill,"36685","2025-02-07","11404",BillPayment
"3500.0","34976",Bill,"36684","2025-02-07","11403",BillPayment
"943.0","36601",VendorCredit,"36684","2025-02-07","11403",BillPayment
"30.0","34977",Bill,"36683","2025-02-07","11402",BillPayment
"167.02","36178",Bill,"36689","2025-02-07","11408",BillPayment
"6344.47","36181",Bill,"36688","2025-02-07","11407",BillPayment
"2870.0","36183",Bill,"36688","2025-02-07","11407",BillPayment
"296.31","36169",Bill,"36687","2025-02-07","11406",BillPayment
"12.75","36148",Bill,"36698","2025-01-24","11398",BillPayment
"1631.97","36697",Bill,"36698","2025-01-24","11398",BillPayment
"10332.32","36150",Bill,"36702","2025-01-21",online,BillPayment
"600.0","35291",Bill,"36703","2025-01-08",online,BillPayment
"345.0","35342",Bill,"36703","2025-01-08",online,BillPayment
"30210.13","36143",Bill,"36706","2025-01-09","11381",BillPayment
"75.0","10000",Bill,"36709","2025-01-16",online,BillPayment
"15.0","10050",Bill,"36709","2025-01-16",online,BillPayment
"135.0","36708",Bill,"36709","2025-01-16",online,BillPayment
"105.0","9612",Bill,"36709","2025-01-16",online,BillPayment
"75.0","11091",VendorCredit,"36709","2025-01-16",online,BillPayment
"15.0","11093",VendorCredit,"36709","2025-01-16",online,BillPayment
"75.0","11083",VendorCredit,"36709","2025-01-16",online,BillPayment
"30.0","19342",JournalEntry,"36709","2025-01-16",online,BillPayment
"240.82","32345",Bill,"36890","2025-01-27",Online,BillPayment
"460.72","32344",Bill,"36894","2025-01-27",Online,BillPayment
"294.98","35339",Bill,"36952","2025-02-12",online,BillPayment
"808.05","35338",Bill,"36953","2025-02-12",online,BillPayment
"403.15","36976",Bill,"36954","2025-02-12",online,BillPayment
"16.06","36955",Bill,"36956","2025-02-12",online,BillPayment
"7.5","35391",Bill,"37015","2025-02-21",online,BillPayment
"271.68","36655",Bill,"37047","2025-02-13","21823",BillPayment
"3576.0","36965",Bill,"37051","2025-02-13","21824",BillPayment
"117.6","36974",Bill,"37061","2025-02-13","21825",BillPayment
"394.2","35010",Bill,"37082","2025-02-14","21805",BillPayment
"180.0","32343",Bill,"37082","2025-02-14","21805",BillPayment
"90.0","36111",Bill,"37082","2025-02-14","21805",BillPayment
"394.2","37091",Deposit,"37082","2025-02-14","21805",BillPayment
"90.0","36316",Deposit,"37082","2025-02-14","21805",BillPayment
"180.0","36367",Deposit,"37082","2025-02-14","21805",BillPayment
"1168.4","35221",Bill,"37081","2025-02-14","21804",BillPayment
"674.0","19337",JournalEntry,"37081","2025-02-14","21804",BillPayment
"337.2","37083",Bill,"37081","2025-02-14","21804",BillPayment
"1168.4","35824",Deposit,"37081","2025-02-14","21804",BillPayment
"337.2","36765",Deposit,"37081","2025-02-14","21804",BillPayment
"674.0","3294",Deposit,"37081","2025-02-14","21804",BillPayment
"167.02","31339",Bill,"37103","2025-02-14","11409",BillPayment
"1047.12","36650",Bill,"37107","2025-02-14","11413",BillPayment
"5550.0","34967",Bill,"37106","2025-02-14","11412",BillPayment
"689.79","35212",Bill,"37106","2025-02-14","11412",BillPayment
"674.38","35213",Bill,"37106","2025-02-14","11412",BillPayment
"750.0","34973",Bill,"37106","2025-02-14","11412",BillPayment
"40.58","36187",Bill,"37105","2025-02-14","11411",BillPayment
"261.78","31320",Bill,"37104","2025-02-14","11410",BillPayment
"523.56","37095",Bill,"37110","2025-02-14","11416",BillPayment
"523.56","37096",Bill,"37110","2025-02-14","11416",BillPayment
"715.0","37012",Bill,"37109","2025-02-14","11415",BillPayment
"183.25","36979",Bill,"37108","2025-02-14","11414",BillPayment
"22410.12","36973",Bill,"37113","2025-02-14","11419",BillPayment
"344.5","36179",Bill,"37112","2025-02-14","11418",BillPayment
"27.19","36180",Bill,"37112","2025-02-14","11418",BillPayment
"18.32","37098",Bill,"37112","2025-02-14","11418",BillPayment
"164.28","37100",Bill,"37112","2025-02-14","11418",BillPayment
"11.51","37101",Bill,"37112","2025-02-14","11418",BillPayment
"150.64","37102",Bill,"37112","2025-02-14","11418",BillPayment
"21.72","36957",Bill,"37111","2025-02-14","11417",BillPayment
"332.54","36182",Bill,"37114","2025-02-14","11420",BillPayment
"1476.3","36972",Bill,"37115","2025-02-14","11421",BillPayment
"1242.0","36971",Bill,"37119","2025-02-14","21827",BillPayment
"744.0","36970",VendorCredit,"37119","2025-02-14","21827",BillPayment
"534.66","37024",Bill,"37122","2025-02-14","21830",BillPayment
"665.31","37025",Bill,"37122","2025-02-14","21830",BillPayment
"317.64","35095",Bill,"37122","2025-02-14","21830",BillPayment
"323.61","37017",Bill,"37122","2025-02-14","21830",BillPayment
"647.22","37019",Bill,"37122","2025-02-14","21830",BillPayment
"182.91","37020",Bill,"37122","2025-02-14","21830",BillPayment
"801.99","37116",Bill,"37122","2025-02-14","21830",BillPayment
"506.52","37021",Bill,"37122","2025-02-14","21830",BillPayment
"675.36","37117",Bill,"37122","2025-02-14","21830",BillPayment
"1157.76","37022",Bill,"37122","2025-02-14","21830",BillPayment
"204.19","36980",Bill,"37121","2025-02-14","21829",BillPayment
"2261.78","37078",Bill,"37120","2025-02-14","21828",BillPayment
"749.21","36978",Bill,"37126","2025-02-14","21834",BillPayment
"300.44","36976",Bill,"37125","2025-02-14","21833",BillPayment
"3133.38","36966",Bill,"37124","2025-02-14","21832",BillPayment
"1654.0","37011",Bill,"37123","2025-02-14","21831",BillPayment
"11736.33","35402",Bill,"37131","2025-02-14","21839",BillPayment
"942.99","35396",Bill,"37130","2025-02-14","21838",BillPayment
"1885.99","36638",Bill,"37130","2025-02-14","21838",BillPayment
"7971.2","36659",Bill,"37129","2025-02-14","21837",BillPayment
"226.25","37027",Bill,"37128","2025-02-14","21836",BillPayment
"440.0","36967",Bill,"37127","2025-02-14","21835",BillPayment
"1974.11","35087",Bill,"37135","2025-02-14","21843",BillPayment
"421.43","35411",Bill,"37134","2025-02-14","21842",BillPayment
"449.52","36661",Bill,"37133","2025-02-14","21841",BillPayment
"250.0","36968",Bill,"37132","2025-02-14","21840",BillPayment
"126.0","35100",Bill,"37140","2025-02-14","21848",BillPayment
"618.25","37039",Bill,"37139","2025-02-14","21847",BillPayment
"434.88","37026",Bill,"37138","2025-02-14","21846",BillPayment
"213.96","12554",VendorCredit,"37138","2025-02-14","21846",BillPayment
"868.06","36658",Bill,"37137","2025-02-14","21845",BillPayment
"1017.49","36647",Bill,"37137","2025-02-14","21845",BillPayment
"1278.89","36648",Bill,"37137","2025-02-14","21845",BillPayment
"310.16","37036",Bill,"37137","2025-02-14","21845",BillPayment
"88.27","37073",Bill,"37136","2025-02-14","21844",BillPayment
"10351.41","36969",Bill,"37142","2025-02-14","21850",BillPayment
"172.97","37029",Bill,"37141","2025-02-14","21849",BillPayment
"137.2","37016",Bill,"37170","2025-02-14","2030",BillPayment
"142.66","37169",Bill,"37174","2025-02-14","2034",BillPayment
"273.93","37041",Bill,"37173","2025-02-14","2033",BillPayment
"1573.0","37042",Bill,"37172","2025-02-14","2032",BillPayment
"500.0","37043",Bill,"37172","2025-02-14","2032",BillPayment
"2000.0","34975",Bill,"37171","2025-02-14","2031",BillPayment
"253.26","35412",Bill,"37176","2025-02-14","21851",BillPayment
"225.12","35092",Bill,"37176","2025-02-14","21851",BillPayment
"84.0","35093",Bill,"37176","2025-02-14","21851",BillPayment
"337.17","35414",Bill,"37176","2025-02-14","21851",BillPayment
"506.52","35417",Bill,"37176","2025-02-14","21851",BillPayment
"390.0","37204",Bill,"37205","2025-02-14",online,BillPayment
"169.34","37266",Bill,"37267","2025-02-15",online,BillPayment
"41.86","36477",Bill,"37342","2025-02-18","21827",BillPayment
"41.86","37338",VendorCredit,"37342","2025-02-18","21827",BillPayment
"3216.66","35420",Bill,"37368","2025-02-12",Online,BillPayment
"685.0","11079",Bill,"37370","2025-02-01",online,BillPayment
"135.0","37369",Bill,"37370","2025-02-01",online,BillPayment
"685.0","37080",VendorCredit,"37370","2025-02-01",online,BillPayment
"789.53","35426",Bill,"37383","2025-02-18",online,BillPayment
"5300.0","37389",Bill,"37390","2025-02-18","21852",BillPayment
"820.0","37391",Bill,"37403","2025-02-21",online,BillPayment
"235.13","37416",Bill,"37417","2025-02-19","21853",BillPayment
"19586.32","37418",Bill,"37419","2025-02-20",Online,BillPayment
"336.0","37420",Bill,"37421","2025-02-20",Online,BillPayment
"8751.21","37422",Bill,"37423","2025-02-20",Online,BillPayment
"70.0","37448",Bill,"37476","2025-02-21","21855",BillPayment
"5514.65","37438",Bill,"37480","2025-02-21","21859",BillPayment
"188.98","37243",Bill,"37479","2025-02-21","21858",BillPayment
"11.52","37360",Bill,"37478","2025-02-21","21857",BillPayment
"71.05","37449",Bill,"37477","2025-02-21","21856",BillPayment
"1118.4","37552",Bill,"37560","2025-02-25","21860",BillPayment
"3304.04","37553",Bill,"37560","2025-02-25","21860",BillPayment
"1542.18","37554",Bill,"37560","2025-02-25","21860",BillPayment
"723.7","37555",Bill,"37560","2025-02-25","21860",BillPayment
"4725.18","37551",Bill,"37560","2025-02-25","21860",BillPayment
"3914.4","37556",Bill,"37563","2025-02-25","11422",BillPayment
"2202.72","37557",Bill,"37563","2025-02-25","11422",BillPayment
"1020.98","37264",Bill,"37585","2025-02-26","21866",BillPayment
"173.82","37382",Bill,"37585","2025-02-26","21866",BillPayment
"296.84","37414",Bill,"37585","2025-02-26","21866",BillPayment
"157.61","37415",Bill,"37585","2025-02-26","21866",BillPayment
"892.54","37581",Bill,"37585","2025-02-26","21866",BillPayment
"435.62","37028",Bill,"37584","2025-02-26","21865",BillPayment
"458.12","37248",Bill,"37587","2025-02-26","21868",BillPayment
"3095.08","37350",Bill,"37586","2025-02-26","21867",BillPayment
"518.37","37256",Bill,"37590","2025-02-26","21871",BillPayment
"127.75","37450",Bill,"37590","2025-02-26","21871",BillPayment
"126.0","37578",Bill,"37589","2025-02-26","21870",BillPayment
"137.5","37245",Bill,"37589","2025-02-26","21870",BillPayment
"7918.26","37455",Bill,"37588","2025-02-26","21869",BillPayment
"1465.97","37577",Bill,"37592","2025-02-26","21873",BillPayment
"3210.98","37255",Bill,"37591","2025-02-26","21872",BillPayment
"562.8","37664",Bill,"37668","2025-02-28","21874",BillPayment
"492.45","37665",Bill,"37668","2025-02-28","21874",BillPayment
"801.99","37650",Bill,"37668","2025-02-28","21874",BillPayment
"844.2","37666",Bill,"37668","2025-02-28","21874",BillPayment
"506.52","37651",Bill,"37668","2025-02-28","21874",BillPayment
"337.68","37667",Bill,"37668","2025-02-28","21874",BillPayment
"689.43","37654",Bill,"37668","2025-02-28","21874",BillPayment
"818.07","37657",Bill,"37668","2025-02-28","21874",BillPayment
"801.99","37659",Bill,"37668","2025-02-28","21874",BillPayment
"253.26","37629",Bill,"37668","2025-02-28","21874",BillPayment
"112.56","37662",Bill,"37668","2025-02-28","21874",BillPayment
"703.5","37647",Bill,"37668","2025-02-28","21874",BillPayment
"5615.18","37636",Bill,"37669","2025-02-28","21875",BillPayment
"2094.24","37644",Bill,"37703","2025-03-03","21876",BillPayment
"908.5","37582",Bill,"37708","2025-03-03","21881",BillPayment
"8066.0","37683",Bill,"37707","2025-03-03","21880",BillPayment
"3211.28","37350",Bill,"37706","2025-03-03","21879",BillPayment
"525.53","42317",Bill,"37706","2025-03-03","21879",BillPayment
"30.0","37684",Bill,"37705","2025-03-03","21878",BillPayment
"87.53","37573",Bill,"37704","2025-03-03","21877",BillPayment
"480.0","37720",Bill,"37721","2025-02-20","22025",BillPayment
"107.8","37715",Bill,"37743","2025-03-04","21885",BillPayment
"15.97","37714",Bill,"37742","2025-03-04","21884",BillPayment
"3642.0","37739",Bill,"37741","2025-03-04","21883",BillPayment
"98.49","37717",Bill,"37740","2025-03-04","21882",BillPayment
"250.0","37682",Bill,"37745","2025-03-04","21887",BillPayment
"544.96","37630",Bill,"37744","2025-03-04","21886",BillPayment
"25717.3","37806",Bill,"37807","2025-02-28","22026",BillPayment
"14449.81","37814",Bill,"37815","2025-01-28","250227",BillPayment
"278.75","37097",Bill,"37846","2025-03-05","11431",BillPayment
"30.0","37687",Bill,"37850","2025-03-05","11426",BillPayment
"119.53","37572",Bill,"37849","2025-03-05","11425",BillPayment
"7971.2","36660",Bill,"37848","2025-03-05","11424",BillPayment
"622.99","37033",Bill,"37847","2025-03-05","11423",BillPayment
"406.53","37845",Bill,"37851","2025-03-05","11427",BillPayment
"17.83","38829",Bill,"37851","2025-03-05","11427",BillPayment
"13.44","42318",Bill,"37851","2025-03-05","11427",BillPayment
"2462.83","37203",Bill,"37854","2025-03-05","11430",BillPayment
"511.59","34985",Bill,"37880","2025-03-05","21890",BillPayment
"492.45","37827",Bill,"37879","2025-03-05","21889",BillPayment
"309.54","37828",Bill,"37879","2025-03-05","21889",BillPayment
"464.31","37719",Bill,"37879","2025-03-05","21889",BillPayment
"565.38","37844",Bill,"37884","2025-03-05","21894",BillPayment
"2947.02","37269",Bill,"37883","2025-03-05","21893",BillPayment
"135.0","37270",Bill,"37882","2025-03-05","21892",BillPayment
"4256.18","37722",Bill,"37881","2025-03-05","21891",BillPayment
"1815.32","37568",Bill,"37887","2025-03-05","21896",BillPayment
"3216.66","38883",Bill,"37886","2025-03-05",Online,BillPayment
"744.66","37832",Bill,"37885","2025-03-05","21895",BillPayment
"4000.0","37966",Bill,"37969","2025-03-06","21899",BillPayment
"3675.39","37937",Bill,"37968","2025-03-06","21898",BillPayment
"270.0","37940",Bill,"37967","2025-03-06","21897",BillPayment
"750.0","37831",Bill,"37972","2025-03-06","21900",BillPayment
"41.79","37185",Bill,"37973","2025-03-06","11432",BillPayment
"81.59","44327",Bill,"37973","2025-03-06","11432",BillPayment
"3500.0","37963",Bill,"37973","2025-03-06","11432",BillPayment
"81.58","44331",Bill,"37973","2025-03-06","11432",BillPayment
"9606.98","37948",Bill,"37973","2025-03-06","11432",BillPayment
"4486.43","37830",Bill,"37974","2025-03-06","11433",BillPayment
"57.59","36406",Bill,"38037","2025-03-07","21993",BillPayment
"458.12","37249",Bill,"38036","2025-03-07","21901",BillPayment
"21.83","41564",Bill,"38036","2025-03-07","21901",BillPayment
"11.97","37247",Bill,"38036","2025-03-07","21901",BillPayment
"1626.44","37484",Bill,"38035","2025-03-07","21902",BillPayment
"184.55","37982",JournalEntry,"38035","2025-03-07","21902",BillPayment
"2097.3","37168",Bill,"38054","2025-03-10","2035",BillPayment
"854.13","38049",Bill,"38054","2025-03-10","2035",BillPayment
"120.6","37976",Bill,"38055","2025-03-10","2036",BillPayment
"216.0","38044",Bill,"38056","2025-03-10","2037",BillPayment
"1104.0","38051",Bill,"38057","2025-03-10","2038",BillPayment
"3402.0","38046",Bill,"38057","2025-03-10","2038",BillPayment
"1456.0","38047",Bill,"38057","2025-03-10","2038",BillPayment
"2000.0","37685",Bill,"38058","2025-03-10","2039",BillPayment
"7384.78","37637",Bill,"38059","2025-03-10","2040",BillPayment
"6.91","37099",Bill,"38063","2025-03-10","11436",BillPayment
"24.02","37933",Bill,"38063","2025-03-10","11436",BillPayment
"183.25","37978",Bill,"38062","2025-03-10","11434",BillPayment
"22210.7","37942",Bill,"38064","2025-03-10","11435",BillPayment
"1250.44","37932",Bill,"38064","2025-03-10","11435",BillPayment
