"Amount","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","Parent_Id","TxnDate","DocNumber","Parent_Entity"
"745.71","48641",Bill,"48798","2025-10-03","22460",BillPayment
"1392.93","48642",Bill,"48798","2025-10-03","22460",BillPayment
"1129.62","48643",Bill,"48798","2025-10-03","22460",BillPayment
"441.26","47907",Bill,"48797","2025-10-03","22459",BillPayment
"149.02","48545",Bill,"48796","2025-10-03","22458",BillPayment
"250.0","48663",Bill,"48795","2025-10-03","22457",BillPayment
"9829.32","48660",Bill,"48804","2025-10-03","22466",BillPayment
"30.0","48656",Bill,"48803","2025-10-03","22465",BillPayment
"144.0","48789",Bill,"48802","2025-10-03","22464",BillPayment
"3341.62","48640",Bill,"48801","2025-10-03","22463",BillPayment
"2094.24","48645",Bill,"48800","2025-10-03","22462",BillPayment
"257.14","48431",Bill,"48799","2025-10-03","22461",BillPayment
"166.4","48072",Bill,"48808","2025-10-03","22470",BillPayment
"57.58","48443",VendorCredit,"48808","2025-10-03","22470",BillPayment
"2000.0","48664",Bill,"48807","2025-10-03","22469",BillPayment
"895.44","48794",Bill,"48806","2025-10-03","22468",BillPayment
"961.13","48647",Bill,"48805","2025-10-03","22467",BillPayment
"14381.1","48752",Bill,"48811","2025-10-03","11662",BillPayment
"329.58","48761",Bill,"48811","2025-10-03","11662",BillPayment
"8103.82","48762",Bill,"48811","2025-10-03","11662",BillPayment
"21.87","48653",Bill,"48811","2025-10-03","11662",BillPayment
"3500.0","48655",Bill,"48811","2025-10-03","11662",BillPayment
"2623.03","48649",Bill,"48810","2025-10-03","11661",BillPayment
"397.0","48750",Bill,"48809","2025-10-03","11660",BillPayment
"34.53","48235",Bill,"48814","2025-10-03","11665",BillPayment
"30.0","48657",Bill,"48813","2025-10-03","11664",BillPayment
"750.0","48658",Bill,"48812","2025-10-03","11663",BillPayment
"5550.0","48659",Bill,"48812","2025-10-03","11663",BillPayment
"423.23","48815",Bill,"48816","2025-10-03","22471",BillPayment
"169.34","48130",Bill,"48835","2025-10-15",online,BillPayment
"873.1","48247",Bill,"48837","2025-10-03",online,BillPayment
"500.06","48250",Bill,"48836","2025-10-03",online,BillPayment
"495.5","48249",Bill,"48840","2025-10-03",online,BillPayment
"22.84","48248",Bill,"48839","2025-10-03",online,BillPayment
"165.0","48841",Bill,"48842","2025-10-02",online,BillPayment
"4736.0","48878",Bill,"48879","2025-10-03","22472",BillPayment
"789.53","48661",Bill,"49035","2025-10-15",online,BillPayment
"256.0","49110",Bill,"49111","2025-10-20",Online,BillPayment
"14679.2","49108",Bill,"49112","2025-10-20",Online,BillPayment
"4389.39","49113",Bill,"49114","2025-10-20",Online,BillPayment
"647.48","48718",Bill,"49120","2025-10-09",online,BillPayment
"647.48","49119",Deposit,"49120","2025-10-09",online,BillPayment
"94.0","48735",Bill,"49122","2025-10-09",online,BillPayment
"94.0","49121",Deposit,"49122","2025-10-09",online,BillPayment
"28.33","48820",Bill,"49132","2025-10-09","11666",BillPayment
"4759.68","49106",JournalEntry,"49135","2025-10-09","11669",BillPayment
"1802.75","49034",Bill,"49135","2025-10-09","11669",BillPayment
"3141.36","49128",Bill,"49134","2025-10-09","11668",BillPayment
"11843.68","48852",Bill,"49133","2025-10-09","11667",BillPayment
"75.39","48817",Bill,"49139","2025-10-09","11673",BillPayment
"527.75","48917",Bill,"49138","2025-10-09","11672",BillPayment
"527.75","48919",Bill,"49138","2025-10-09","11672",BillPayment
"183.25","48915",Bill,"49137","2025-10-09","11671",BillPayment
"27.0","48819",Bill,"49136","2025-10-09","11670",BillPayment
"203.7","48833",Bill,"49140","2025-10-09","11674",BillPayment
"278.38","48823",Bill,"49145","2025-10-09","22476",BillPayment
"863.87","48829",Bill,"49144","2025-10-09","22475",BillPayment
"1356.02","48830",Bill,"49143","2025-10-09","22474",BillPayment
"137.2","48834",Bill,"49148","2025-10-09","22479",BillPayment
"705.1","48134",Bill,"49147","2025-10-09","22478",BillPayment
"920.0","48846",Bill,"49146","2025-10-09","22477",BillPayment
"204.19","48914",Bill,"49152","2025-10-09","22483",BillPayment
"96.66","49117",Bill,"49151","2025-10-09","22482",BillPayment
"1814.18","48854",Bill,"49150","2025-10-09","22481",BillPayment
"1406.8","48832",Bill,"49149","2025-10-09","22480",BillPayment
"857.55","48543",VendorCredit,"49149","2025-10-09","22480",BillPayment
"3750.0","48826",Bill,"49156","2025-10-09","22487",BillPayment
"353.15","48844",Bill,"49155","2025-10-09","22486",BillPayment
"275.0","49130",Bill,"49154","2025-10-09","22485",BillPayment
"100.0","48845",Bill,"49153","2025-10-09","22484",BillPayment
"965.08","49116",Bill,"49160","2025-10-09","22491",BillPayment
"580.51","48850",Bill,"49159","2025-10-09","22490",BillPayment
"250.0","48847",Bill,"49158","2025-10-09","22489",BillPayment
"1495.0","48748",Bill,"49157","2025-10-09","22488",BillPayment
"57.14","48342",Bill,"49162","2025-10-09","22493",BillPayment
"156.72","48853",Bill,"49161","2025-10-09","22492",BillPayment
"752.4","49278",Bill,"49334","2025-10-14","22494",BillPayment
"126.0","49280",Bill,"49405","2025-10-16","22497",BillPayment
"4311.45","49277",Bill,"49404","2025-10-16","22496",BillPayment
"5889.28","49328",Bill,"49403","2025-10-16","22495",BillPayment
"700.0","49383",Bill,"49409","2025-10-16","22501",BillPayment
"496.23","48421",Bill,"49408","2025-10-16","22500",BillPayment
"254.84","48648",Bill,"49408","2025-10-16","22500",BillPayment
"494.1","49331",JournalEntry,"49407","2025-10-16","22499",BillPayment
"1830.6","49332",JournalEntry,"49407","2025-10-16","22499",BillPayment
"600.0","49333",JournalEntry,"49407","2025-10-16","22499",BillPayment
"322.51","49281",Bill,"49406","2025-10-16","22498",BillPayment
"29.4","49211",Bill,"49414","2025-10-16","22506",BillPayment
"62.82","48442",Bill,"49413","2025-10-16","22505",BillPayment
"271.41","49206",Bill,"49412","2025-10-16","22504",BillPayment
"2347.41","49401",Bill,"49412","2025-10-16","22504",BillPayment
"745.71","48784",Bill,"49411","2025-10-16","22503",BillPayment
"661.29","48787",Bill,"49411","2025-10-16","22503",BillPayment
"756.0","48510",Bill,"49410","2025-10-16","22502",BillPayment
"78.4","48818",Bill,"49417","2025-10-16","11677",BillPayment
"52.36","49415",Bill,"49416","2025-10-16","11676",BillPayment
"46.07","49279",Bill,"49416","2025-10-16","11676",BillPayment
"3318.0","49212",Bill,"49418","2025-10-16","22508",BillPayment
"4000.0","49420",Bill,"49421","2025-10-16","22509",BillPayment
"375.26","49435",Bill,"49630","2025-10-23","11678",BillPayment
"62.54","48333",Bill,"49630","2025-10-23","11678",BillPayment
"2222.72","49440",Bill,"49634","2025-10-23","11682",BillPayment
"3355.2","49441",Bill,"49634","2025-10-23","11682",BillPayment
"774.61","49446",Bill,"49634","2025-10-23","11682",BillPayment
"774.61","48335",Bill,"49634","2025-10-23","11682",BillPayment
"167.02","48828",Bill,"49633","2025-10-23","11681",BillPayment
"40.6","49528",Bill,"49632","2025-10-23","11680",BillPayment
"1021.54","48851",Bill,"49631","2025-10-23","11679",BillPayment
"13.08","49036",Bill,"49638","2025-10-23","11686",BillPayment
"278.75","49131",Bill,"49637","2025-10-23","11685",BillPayment
"321.15","49276",Bill,"49636","2025-10-23","11684",BillPayment
"657.29","49061",Bill,"49635","2025-10-23","11683",BillPayment
"10.95","49419",Bill,"49640","2025-10-23","22511",BillPayment
"502.32","49275",Bill,"49639","2025-10-23","22510",BillPayment
"490.0","49531",Bill,"49643","2025-10-23","22514",BillPayment
"140.7","48912",Bill,"49642","2025-10-23","22513",BillPayment
"787.92","48785",Bill,"49642","2025-10-23","22513",BillPayment
"211.05","48913",Bill,"49642","2025-10-23","22513",BillPayment
"408.03","49031",Bill,"49642","2025-10-23","22513",BillPayment
"422.1","49530",Bill,"49642","2025-10-23","22513",BillPayment
"1422.0","48848",Bill,"49641","2025-10-23","22512",BillPayment
"783.24","48790",Bill,"49646","2025-10-23","22517",BillPayment
"47.12","48791",Bill,"49646","2025-10-23","22517",BillPayment
"747.64","48792",VendorCredit,"49646","2025-10-23","22517",BillPayment
"45.0","48793",VendorCredit,"49646","2025-10-23","22517",BillPayment
"887.09","49282",Bill,"49645","2025-10-23","22516",BillPayment
"472.25","48877",Bill,"49644","2025-10-23","22515",BillPayment
"205.8","49529",Bill,"49649","2025-10-23","22520",BillPayment
"330.08","49536",Bill,"49648","2025-10-23","22519",BillPayment
"463.3","49533",Bill,"49648","2025-10-23","22519",BillPayment
"307.98","49534",Bill,"49648","2025-10-23","22519",BillPayment
"307.98","49535",Bill,"49648","2025-10-23","22519",BillPayment
"668.0","49576",Bill,"49647","2025-10-23","22518",BillPayment
"72.0","49578",Bill,"49647","2025-10-23","22518",BillPayment
"1118.4","49442",Bill,"49654","2025-10-23","22525",BillPayment
"766.09","49443",Bill,"49654","2025-10-23","22525",BillPayment
"723.7","49444",Bill,"49654","2025-10-23","22525",BillPayment
"4725.18","49445",Bill,"49654","2025-10-23","22525",BillPayment
"3324.04","49439",Bill,"49654","2025-10-23","22525",BillPayment
"13.19","49577",Bill,"49653","2025-10-23","22524",BillPayment
"458.12","49509",Bill,"49652","2025-10-23","22523",BillPayment
"339.27","49532",Bill,"49651","2025-10-23","22522",BillPayment
"250.44","49524",Bill,"49658","2025-10-23","22529",BillPayment
"6618.14","49508",Bill,"49657","2025-10-23","22528",BillPayment
"1648.85","49436",Bill,"49656","2025-10-23","22527",BillPayment
"474.24","48916",Bill,"49655","2025-10-23","22526",BillPayment
"126.0","49507",Bill,"49661","2025-10-23","22532",BillPayment
"100.5","49277",Bill,"49660","2025-10-23","22531",BillPayment
"172.97","49510",Bill,"49659","2025-10-23","22530",BillPayment
"11334.58","48849",Bill,"49663","2025-10-23","22534",BillPayment
"361.49","49129",Bill,"49662","2025-10-23","22533",BillPayment
"566.03","49434",Bill,"49664","2025-10-23","22535",BillPayment
"957.59","49283",Bill,"49666","2025-10-23",online,BillPayment
"500.06","49284",Bill,"49665","2025-10-23",online,BillPayment
"496.43","49285",Bill,"49668","2025-10-23",online,BillPayment
"22.84","49286",Bill,"49667","2025-10-23",online,BillPayment
"6306.36","49402",Bill,"49669","2025-10-23","11676",BillPayment
"6306.36","48984",Purchase,"49669","2025-10-23","11676",BillPayment
"9738.96","48921",Bill,"49670","2025-10-23",online,BillPayment
"6473.28","48922",Bill,"49670","2025-10-23",online,BillPayment
"125.24","48723",Bill,"49676","2025-10-23",online,BillPayment
"263.88","48722",Bill,"49675","2025-10-23",online,BillPayment
"250.48","48721",Bill,"49674","2025-10-23",online,BillPayment
"234.8","48719",Bill,"49673","2025-10-23",online,BillPayment
"234.8","48716",Bill,"49672","2025-10-23",online,BillPayment
"125.24","48717",Bill,"49671","2025-10-23",online,BillPayment
"98.42","48737",Bill,"49677","2025-10-23",online,BillPayment
"147.63","48736",Bill,"49678","2025-10-23",online,BillPayment
"144.0","49847",Bill,"49857","2025-10-30","22536",BillPayment
"424.77","49758",Bill,"49861","2025-10-30","22540",BillPayment
"523.71","49214",Bill,"49861","2025-10-30","22540",BillPayment
"316.86","49759",Bill,"49860","2025-10-30","22539",BillPayment
"863.87","49844",Bill,"49859","2025-10-30","22538",BillPayment
"4025.02","49845",Bill,"49858","2025-10-30","22537",BillPayment
"106.74","49215",Bill,"49864","2025-10-30","22543",BillPayment
"58.7","48720",Bill,"49863","2025-10-30","22542",BillPayment
"647.22","49168",Bill,"49862","2025-10-30","22541",BillPayment
"830.13","49397",Bill,"49862","2025-10-30","22541",BillPayment
"211.05","49165",Bill,"49862","2025-10-30","22541",BillPayment
"844.2","49167",Bill,"49862","2025-10-30","22541",BillPayment
"3719.69","49834",Bill,"49865","2025-10-30","11687",BillPayment
"28.26","49584",Bill,"49867","2025-10-30","11689",BillPayment
"29.31","49585",Bill,"49867","2025-10-30","11689",BillPayment
"10.13","49586",Bill,"49867","2025-10-30","11689",BillPayment
"6.27","49437",Bill,"49867","2025-10-30","11689",BillPayment
"1000.0","49679",Bill,"49866","2025-10-30","11688",BillPayment
"4382.0","49902",Bill,"49903","2025-10-31","11690",BillPayment
"4382.0","49900",Bill,"49904","2025-10-31","11691",BillPayment
